"","20210112_30102534301221-01_P0091-3 D0 media_06.RCC","20201201_30102534601221-01_P0092 D3 IFNy(100ng-mL)-2_12.RCC","20201201_30102534601221-01_P0092 D3 IFNy(100ng-mL)-1_06.RCC","20201202_30102534611221-01_P0092 D3 IFNy(100ng-mL)-3_06.RCC","20201201_30102534601221-01_P0092 D3 IgG1(250ug-mL)-1_04.RCC","20201201_30102534601221-01_P0092 D3 NMC1(30ug-mL)-1_07.RCC","20201201_30102534601221-01_P0092 D3 aPD1(250ug-mL)-2_11.RCC","20201201_30102534601221-01_P0092 D3 NMC2(100ug-mL)-1_09.RCC","20201202_30102534611221-01_P0092 D3 NMC2(100ug-mL)-3_09.RCC","20201201_30102534601221-01_P0092 D3 aPD1(250ug-mL)-1_05.RCC","20201202_30102534611221-01_P0092 D3 NMC1(30ug-mL)-2_01.RCC","20201202_30102534611221-01_P0092 D3 IgG1(250ug-mL)-3_04.RCC","20201202_30102534611221-01_P0092 D3 Control-2_11.RCC","20201202_30102534611221-01_P0092 D3 Control-1_10.RCC","20201202_30102534611221-01_P0092 D3 NMC1(30ug-mL)-3_07.RCC","20201202_30102534611221-01_P0092 D3 aPD1(250ug-mL)-3_05.RCC","20201202_30102534611221-01_P0092 D3 Control-3_12.RCC","20201202_30102534611221-01_P0092 D3 NMC2(30ug-mL)-3_08.RCC","20201202_30102534611221-01_P0092 D3 NMC2(100ug-mL)-2_03.RCC","20201201_30102534601221-01_P0092 D3 NMC2(30ug-mL)-1_08.RCC","20201202_30102534611221-01_P0092 D3 NMC2(30ug-mL)-2_02.RCC","20210113_30102534541221-01_P0091-7 LUNG D3 NMC2 100ug.ml_07.RCC","20210113_30102534541221-01_P0091-8 LUNG D3 IFNy 100ng.ml_08.RCC","20210113_30102534541221-01_P0091-9 LUNG D3 IgG1 100ug.ml_09.RCC","20210113_30102534541221-01_P0091-10 LUNG D3 NMC2 30ug.ml_10.RCC","20201209_30102534211221-01_P0094 D3 19 IgG 250_04.RCC","20201208_30102534591221-01_P0094 D3 14 PD1 250_11.RCC","20201209_30102534211221-01_P0094 D3 25 IFN_10.RCC","20201208_30102534591221-01_P0094 D3 10 IgG 250_07.RCC","20201204_30102534581221-01_P0094 IgG 250 D3 1_10.RCC","20201208_30102534591221-01_P0094 D3 7 IFN_04.RCC","20201209_30102534211221-01_P0094 D3 27 nmc2 30_12.RCC","20201209_30102534211221-01_P0094 D3 18 nmc2 30_03.RCC","20201209_30102534211221-01_P0094 D3 23 PD1 250_08.RCC","20201208_30102534591221-01_P0094 D3 8 nmc2 100_05.RCC","20201208_30102534591221-01_P0094 D3 9 nmc2 30_06.RCC","20201209_30102534211221-01_P0094 D3 17 nmc2 100_02.RCC","20201209_30102534211221-01_P0094 D3 16 IFN_01.RCC","20201209_30102534211221-01_P0094 D3 26 nmc2 100_11.RCC","20210112_30102534301221-01_P0091-2 D0 media_05.RCC","20210108_P0090_D0_Control(3).RCC","20210108_P0090_D0_Control(1).RCC","20210108_P0090_D0_Control(2).RCC","20210112_30102534301221-01_P0091-1 D3 IgG1 100ug]mL_07.RCC","20210112_30102534301221-01_P0090-12 D3 IFNy 100ng]mL_03.RCC","20210112_30102534301221-01_P0091-1 D0 media_04.RCC","20210112_30102534301221-01_P0091-3 D3 NMC2 100ug]mL_09.RCC","20210108_P0090_D3_IFNg_100ngml(1).RCC","20210108_P0090_D3_IgG1_100ugml(3).RCC","20210112_30102534301221-01_P0090-11 D3 NMC2 100ug]mL_02.RCC","20210112_30102534301221-01_P0090-10 D3 NMC2 30ug]mL_01.RCC","20210108_P0090_D3_IFNg_100ngml(2).RCC","20210108_P0090_D3_NMC2_100ugml(2).RCC","20210108_P0090_D3_NMC2_30ugml(1).RCC","20210108_P0090_D3_IgG1_100ugml(2).RCC","20210108_P0090_D3_IgG1_100ugml(1).RCC","20210108_P0090_D3_NMC2_30ugml(2).RCC","20210108_P0090_D3_NMC2_100ugml(1).RCC","20210112_30102534301221-01_P0091-5 D3 IgG1 100ug]mL_11.RCC","20210112_30102534301221-01_P0091-6 D3 NMC2 30ug]mL_12.RCC","20210112_30102534301221-01_P0091-4 D3 IFNy 100ng]mL_10.RCC","20210113_30102534541221-01_P0091-11 LUNG D3 NMC2 100ug.ml_11.RCC","20210112_30102534301221-01_P0091-2 D3 NMC2 30ug]mL_08.RCC","20210113_30102534541221-01_P0091-12 LUNG D3 IFNy 100ng.ml_12.RCC"
"IL18R1 - mRNA",7.35907860602919,4.98535319321271,4.50816195749463,5.03875309725286,4.02534317559185,3.98338411012936,3.9487501549662,4.07884889787317,4.06839634578844,3.92008307450792,4.12200944013114,4.39705897453426,4.90947051920089,4.59291982146445,4.28010239238718,4.42370878745768,4.62682283086894,4.45234747489338,4.47568136332491,4.0848124687923,4.12667094205287,8.2111232151913,8.00447475156886,4.99184601639063,8.25119488444841,4.76639952071312,5.11042659793206,5.01869545711284,4.30522914412574,4.4955226172345,4.16021504062683,6.54259207549129,5.7965133971117,5.06358154633597,5.06423984871425,4.88407378659805,6.05996408897982,5.78186663995269,5.97339363806226,6.89031947843322,6.51149100026028,6.56763769698669,6.55128793689132,6.98656773448367,2.91043833744184,7.71649995858118,7.04049508699455,7.77249923366744,3.91156206901603,7.46935601729441,7.13967000662845,7.38159522468096,6.7376163282704,7.1862141572639,6.66405855964985,5.29693580354497,6.24051491869874,6.46377617310239,6.56759024216694,6.54592635679403,6.71411531199821,6.79496768913462,5.55081123201664,6.4187187660948
"TNFSF9 - mRNA",6.18915358920855,3.02725899348659,4.24512756434064,4.51150618087574,3.15322408847478,3.28005479309131,3.41823529293321,4.00845954863861,3.58216372449965,3.77884282319957,3.91440445965446,4.00278000803248,4.35004308026861,4.02355424136128,3.86506491786055,4.12114598382671,4.26652061062843,4.20372495845441,4.30967133755426,4.0848124687923,4.12667094205287,8.27001694708619,8.15257327641515,7.69426424918244,7.92362027971155,4.2716348337825,5.20353606235663,4.62874886973927,4.30522914412574,4.23441678277783,4.09456275091373,6.34994704397683,3.88452124220172,5.32661586588887,4.78413190180102,4.2991112858769,5.61250510611104,4.27467830509831,4.38219183199292,3.47136437156448,4.41174369862063,6.38477373643857,5.75773873436727,6.98656773448367,2.91043833744184,6.78361426044629,2.56744030814171,7.62049604858206,6.95033625825809,6.73239031458239,6.13966999639742,7.15920292158209,6.90754141683623,4.45440721921336,6.2352151913558,5.66616971028183,5.78108331914206,6.04873863023697,2.8094449030964,6.42039550699433,5.71411531199821,4.380265096346,5.4512756441992,6.17771059913702
"THY1 - mRNA",6.18915358920855,3.02725899348659,4.38263101201175,4.26418427134966,3.16284679599449,3.28005479309131,3.89216668639447,3.6736857632649,4.01777032799995,3.77884282319957,3.91440445965446,3.86055981959543,4.35004308026861,3.97624850884127,3.77485757206847,4.21425538821819,4.26652061062843,4.27726068968063,4.12022759048781,4.0848124687923,3.93815666819349,8.2111232151913,8.40973120230871,7.92253322887039,7.86590465222428,4.56709070071005,5.11042659793206,4.47120768919727,3.8901915961972,4.33798141158456,4.09456275091373,6.54259207549129,3.88452124220172,5.01467196370624,4.43620868882231,4.12918631191633,5.85351317159047,5.6049890887815,4.38219183199292,3.47136437156448,8.90380849532806,8.81194495352648,8.90613055200668,7.20896020132605,2.91043833744184,7.02462229246083,6.52592196739464,4.09524779768106,7.61776091873915,7.14742792240705,6.87663543914425,6.64462977182308,7.10685011613101,6.47251831468308,7.05833746257753,6.0339015224831,6.19612077250818,5.95854086063391,2.8094449030964,6.28289202198539,6.07668529977496,6.43239751509185,3.21256575934411,6.76267319950612
"LTBP1 - mRNA",1.72672268392744,4.1918040008456,3.76837321281131,4.26418427134966,4.610305676313,4.39842172342437,4.57023837288294,4.73092564101975,4.66984712174103,4.52415428030055,4.15595683178816,4.62838458657898,4.745971725473,4.90224785020575,4.60203053182853,4.3435384406943,5.03399811473377,4.96692054228338,4.81010038450786,5.12345331867659,4.97466779354841,7.94808886972482,4.65347160813647,7.65244413126287,5.4308195266067,3.98212829128127,4.84739215033612,5.09269600740399,4.30522914412574,4.84699498773588,4.92574972528493,3.92780564260213,5.38147588052836,5.32661586588887,4.62063320931245,4.45111448924894,5.61250510611104,5.93940803177171,4.38219183199292,3.47136437156448,6.4374904787403,6.56763769698669,6.24316554630104,3.19980204416031,6.79931897890579,6.32418259925047,7.30352951474652,7.18753677583396,6.95033625825809,3.22973526082972,7.2551471728932,4.26985221203887,6.79651011358044,4.45440721921336,4.35155787445556,4.61886400118568,6.36604574990096,5.70478428266462,6.86715051642078,6.28289202198539,6.07668529977496,6.74051987662916,5.4512756441992,6.24184106046678
"SPIB - mRNA",1.72672268392744,3.02725899348659,4.09312447934879,4.26418427134966,4.0957324697315,3.39842165501467,3.33577321212547,3.93445894360503,3.58216372449965,3.97666653322892,3.91440445965446,3.86055981959543,4.62567740292717,4.06935777573496,3.77485757206847,4.16845165848926,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,4.12667094205287,8.08559240037893,7.88248418521993,4.99184601639063,5.4308195266067,4.51264294477764,5.15773226286527,5.19703276357453,4.23122847818512,4.59173805215509,4.42324945990912,6.04509238962028,5.67098249143081,5.54900834885453,5.18623034395721,4.88407378659805,5.90796099072935,5.8363144987552,5.30354219070007,3.47136437156448,5.64899462176469,5.63475190390678,4.50542934588126,3.19980204416031,6.93682248616989,6.13153750587477,6.88849196676063,7.18753677583396,3.91156206901603,3.22973526082972,6.55470747009866,4.26985221203887,6.61208556663003,6.35222396441639,5.99420719108816,5.56995431566748,5.83997694103187,6.00434444005032,6.18907861130815,6.42039550699433,6.07668529977496,4.380265096346,5.4512756441992,7.04020726172873
"HDAC5 - mRNA",6.77411603061328,3.60684157906784,3.76837321281131,4.26418427134966,4.0957324697315,3.28005479309131,3.49623786175689,3.77399421590636,3.58216372449965,3.77884282319957,4.01509430632388,3.86055981959543,4.56154713722873,3.85844168851072,3.77485757206847,4.12105553054116,4.26652061062843,4.32306441882038,4.12022759048781,4.0848124687923,3.93815666819349,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,5.45605944674843,5.56108805074096,5.57812284665382,5.5682634830662,5.49552264921295,5.25332439962963,3.92780564260213,3.88452124220172,4.74165347301883,5.14670197536785,5.08338273666273,5.79692957934902,5.93940803177171,5.79830685298999,6.38781922202002,6.5818803793564,6.6671734932286,4.50542934588126,3.19980204416031,7.06235335451556,6.78361426044629,6.71856705512193,7.11353616365691,3.91156206901603,3.22973526082972,6.55470747009866,4.26985221203887,6.15265388162591,4.45440721921336,4.35155787445556,4.79943617429573,5.78108331914206,5.64820078085254,5.86715051642078,5.96096384835275,2.76562024472676,4.380265096346,5.64392059024394,4.26616241200163
"IKBKB - mRNA",6.18915358920855,5.14289436497623,5.44676138250921,5.12448294342592,5.16284675572253,5.25086450659417,5.29270442311783,5.33038762559772,4.93833585714462,5.08358174041824,5.13908306558991,5.02324421706498,5.27204055058169,5.336144361072,5.30247018599466,5.09689833219104,4.98590385489373,5.18104532695731,5.1809381902725,5.26095700797354,4.87083192914802,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,5.33576528161907,5.62980072691805,4.98022134899074,4.8901916448469,4.95946971699429,4.50125186927712,6.48119141038367,5.7965133971117,5.36614421841593,5.06423984871425,5.08338273666273,5.40100095901364,5.78186663995269,5.702091601201,3.47136437156448,6.04754399428926,4.42126935699206,5.89524224114932,3.19980204416031,7.86970839068429,7.13153750587477,7.17799854299741,4.09524779768106,3.91156206901603,3.22973526082972,6.87663543914425,4.26985221203887,6.61208556663003,6.35222396441639,4.35155787445556,5.2355353003651,6.00347570299873,5.52790648209607,6.56759024216694,5.96096384835275,2.76562024472676,4.380265096346,5.891848115836,4.26616241200163
"PRR5 - mRNA",1.72672268392744,4.09226842315452,4.92319944092372,4.37823970510293,4.16284671545057,4.39842172342437,4.33577321212547,4.07884889787317,4.21041543934157,3.77884282319957,4.28428077207039,4.12142460399909,4.49443289191161,4.39128607686901,4.28010239238718,4.12105553054116,4.26652061062843,4.57099188294747,4.12022759048781,4.69461006603487,4.2641744357704,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,4.56709070071005,5.33281904909862,5.41462422067134,5.23122851659278,5.28139777478665,5.57525241886919,3.92780564260213,6.0695318718268,6.40461849141763,5.46863000509494,5.62103938076426,5.40100095901364,5.98831769572701,4.38219183199292,3.47136437156448,4.41174369862063,5.63475190390678,4.50542934588126,6.98656773448367,7.17783070977035,2.75168158722949,6.71856705512193,7.32504023570225,3.91156206901603,3.22973526082972,7.0141390064226,4.26985221203887,3.93411062164778,6.41362469670674,5.99420719108816,6.13823804557785,6.55367287935007,6.17426954137854,5.86715051642078,2.81824358531489,6.49172284714798,4.380265096346,6.85337399954171,6.52563394953421
"NLRP3 - mRNA",1.72672268392744,3.86987594542993,4.09312447934879,4.26418427134966,3.40385477158455,3.28005479309131,3.25200336261259,3.77399421590636,3.58216372449965,3.79978868747478,3.91440445965446,3.86055981959543,4.00247237281457,3.97624850884127,4.13808335422729,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,4.39716565362155,5.0108908557719,5.52565557439912,4.9833010583602,5.12939480086993,5.23060437236065,6.04509238962028,6.01890581103194,6.5996344644274,6.12652409113584,6.03607683607231,5.61250510611104,5.93940803177171,4.38219183199292,3.47136437156448,4.41174369862063,4.42126935699206,4.50542934588126,6.86103700339678,6.64731579047093,2.75168158722949,2.56744030814171,4.09524779768106,3.91156206901603,3.22973526082972,7.0141390064226,4.26985221203887,6.32257887405545,6.63601706727374,6.05833745175314,6.06952531997279,6.10301128809736,6.7592320420997,2.8094449030964,6.54592635679403,5.90676043459948,4.380265096346,6.1033521669138,4.26616241200163
"KIR3DL2 - mRNA",1.72672268392744,3.45483838036493,4.38263101201175,4.26418427134966,3.610305676313,3.28005479309131,3.25200336261259,4.00845954863861,3.8542715885919,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,3.92733888939512,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,4.56709070071005,4.78849852392578,4.90005103817791,4.84128198900595,5.41890133563159,4.71275610766887,6.71251702706657,6.3408339059193,6.36614421841593,5.70469742541514,5.48673818180682,5.61250510611104,5.72528324898752,5.75100123586055,3.47136437156448,4.41174369862063,4.42126935699206,4.50542934588126,3.19980204416031,6.79931897890579,2.75168158722949,6.52592196739464,4.09524779768106,3.91156206901603,3.22973526082972,6.13966999639742,4.26985221203887,3.93411062164778,4.45440721921336,5.99420719108816,6.23553528121851,6.95100825062212,6.58930700070302,6.32658214404588,6.6614035468966,6.22868851505859,4.380265096346,6.68831477255355,6.11059641371779
"FGF9 - mRNA",1.72672268392744,3.98535323875698,4.8300900904214,4.42404337520478,3.79087794280149,3.47642407340266,3.25200336261259,4.44141893931449,3.60273288809751,4.27622678645075,4.34440187330421,3.86055981959543,4.00247237281457,4.39128607686901,4.13808335422729,4.21425538821819,4.26652061062843,4.20372495845441,4.12022759048781,4.27957262246896,4.58610238049573,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,5.06013071679503,5.24793013307168,5.98022134899074,5.53788986054712,5.63754159312646,5.85323730966582,6.60148562278491,7.06953188256752,7.13397077767494,6.74496130019696,6.8973706737558,6.19746747905179,5.88878198808802,6.09203817202469,3.47136437156448,4.41174369862063,4.42126935699206,4.50542934588126,3.19980204416031,7.38428141054345,2.75168158722949,6.30352951474652,4.09524779768106,3.91156206901603,3.22973526082972,7.36206247327378,4.26985221203887,6.24011670856184,6.63601706727374,6.62223830319985,6.66616971028183,6.75070963883881,6.88698758388053,6.67450532548886,6.6614035468966,6.49172284714798,7.36200827698641,7.25863043906978,6.88820414027154
"GHR - mRNA",1.72672268392744,4.86987589609031,4.92319944092372,4.26418427134966,4.16284671545057,3.47642407340266,3.25200336261259,3.6736857632649,4.11730606092727,4.03111425276485,3.93914531803982,3.86055981959543,4.00247237281457,4.02355424136128,4.03498986429794,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.38648775210155,3.93815666819349,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,4.76639952071312,5.59585343106833,5.52565557439912,5.65572636545415,5.63754159312646,5.67958909275793,6.54259207549129,5.60386831175309,6.54900834885453,6.35181649751741,6.48673818180682,5.85351317159047,5.54085866917313,5.702091601201,3.47136437156448,4.41174369862063,5.69888223753912,5.43581075280117,3.19980204416031,6.47739081601437,2.75168158722949,2.56744030814171,4.09524779768106,3.91156206901603,3.22973526082972,6.55470747009866,4.26985221203887,3.93411062164778,6.78285847198025,6.44166612882918,6.06952531997279,6.28358366584438,6.32627271473232,6.56759024216694,6.42039550699433,6.22868851505859,7.12754303624614,6.85337399954171,6.11059641371779
"EGF - mRNA",6.18915358920855,4.67723089568161,4.67808706460198,4.37823970510293,4.45830259599363,3.68792828464778,3.89216668639447,4.27149395447241,4.60273282872111,4.73565837124423,4.68388825824679,3.86055981959543,4.80255518973568,4.42690993126526,4.52802983157411,4.38418032057216,4.52952550729575,4.84662629653178,4.30967133755426,4.77553011307952,4.93402572252913,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,5.8996659619299,5.59585343106833,6.2943299200432,5.37561844421731,5.72500451790874,5.88268102352984,3.92780564260213,6.29901372237221,6.68025283926029,6.33432894477153,6.65274827872707,5.32299853806237,5.78186663995269,6.0535639979168,3.47136437156448,4.41174369862063,4.42126935699206,4.50542934588126,3.19980204416031,6.93682248616989,6.13153750587477,6.88849196676063,4.09524779768106,3.91156206901603,3.22973526082972,7.13967000662845,4.26985221203887,3.93411062164778,6.68664317885846,4.35155787445556,6.10429079899782,6.48152305342829,6.67676986310567,2.8094449030964,6.42039550699433,6.22868851505859,6.84743513547733,6.3443603971623,6.11059641371779
"PLA2G2A - mRNA",1.72672268392744,3.02725899348659,4.56705564401224,4.26418427134966,3.15322408847478,3.28005479309131,3.25200336261259,3.6736857632649,3.58216372449965,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,4.3172854700967,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,4.2641744357704,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,4.13413122040004,4.52546405544876,4.94069302670178,4.68374068879149,4.95946971699429,4.74517751445099,6.1275545194672,5.73511273282084,5.96404590976258,5.18623034395721,5.65274827872707,5.90796099072935,5.72528324898752,5.54455039136376,3.47136437156448,4.41174369862063,4.42126935699206,4.50542934588126,7.10204489764652,7.06235335451556,6.64611061491351,6.88849196676063,7.03553360651072,3.91156206901603,3.22973526082972,7.13967000662845,4.26985221203887,6.15265388162591,6.9161249327106,4.35155787445556,6.20382636490237,5.2835836843638,6.64820078085254,2.8094449030964,6.13088881119443,5.90676043459948,7.16936323287035,6.5508112474047,6.30324159083361
"PNOC - mRNA",1.72672268392744,4.98535319321271,4.96759355884128,4.94760528743213,4.79087794280149,4.31595952701549,4.00319788362317,4.93445889642542,4.60273282872111,3.8611893616283,4.53704689798178,3.86055981959543,4.35004308026861,4.3172854700967,4.73953404477749,4.12114598382671,4.26652061062843,4.99548967458098,4.16157275361933,4.80152533760281,4.66272379672667,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,5.36679201914597,5.59585343106833,5.26262107461296,5.30522918061302,5.30996700044607,5.03468413653634,6.7649843354354,6.85540698441485,6.28597389371737,5.70469742541514,5.93654117508448,6.70766223186603,6.36682923681973,6.23642798266487,3.47136437156448,5.64899462176469,4.42126935699206,4.50542934588126,6.86103700339678,6.47739081601437,6.49410750066207,6.88849196676063,7.32504023570225,3.91156206901603,3.22973526082972,7.2551471728932,7.2065085510545,6.15265388162591,6.73555272051688,6.2352151913558,6.06952531997279,6.24051491869874,6.64820078085254,2.8094449030964,6.54592635679403,5.90676043459948,6.89806114849799,6.50190167292427,7.07583100115869
"RUNX3 - mRNA",1.72672268392744,4.09226842315452,3.92319939337445,4.26418427134966,3.51076992682067,3.28005479309131,3.25200336261259,4.27149395447241,4.06839634578844,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,3.87671279600528,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.20362387765003,3.93815666819349,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,4.33576528161907,5.0108908557719,5.19703276357453,4.79065596087105,5.19213039485903,5.23060437236065,6.34994704397683,6.49695297548573,6.1108872444148,5.78413187562056,5.77304249179763,5.90796099072935,5.78186663995269,5.5989981811102,6.38781922202002,7.14375920963854,6.4232477620353,6.70882920008617,6.98656773448367,6.79931897890579,6.90914506396057,6.88849196676063,4.09524779768106,3.91156206901603,6.46935601729441,7.2551471728932,4.26985221203887,3.93411062164778,6.99858706768376,6.39275645051219,6.35582961296675,6.71968272428761,6.64820078085254,6.77404111862036,2.81824358531489,6.22868851505859,7.21000523713452,6.81384556603949,7.04020726172873
"PIK3R5 - mRNA",1.72672268392744,4.28491346937859,4.31551696106526,4.26418427134966,3.40385477158455,3.39842165501467,3.25200336261259,4.00845954863861,4.38034046676106,4.36368966711918,4.15595683178816,3.86055981959543,4.27204051324531,4.74178326598839,4.23429866684342,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.35172245170807,4.35933161449682,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,4.71909383067205,5.15773226286527,5.60365803200692,4.68374068879149,5.09697328289763,5.31941359573276,6.71251702706657,5.7965133971117,5.9895809013168,5.46863000509494,6.01182934870178,5.40100095901364,5.54085866917313,6.23642798266487,6.61021158182585,6.09645362748722,6.56763769698669,6.78158554319976,3.19980204416031,6.79931897890579,6.64611061491351,7.17799854299741,4.09524779768106,3.91156206901603,3.22973526082972,7.13967000662845,4.26985221203887,3.93411062164778,6.41362469670674,6.17863172963434,5.75636748223293,5.78108331914206,6.52790648209607,5.86715051642078,2.81824358531489,6.90676043459948,6.79496768913462,6.16748245597973,4.26616241200163
"GNLY - mRNA",1.72672268392744,4.1918040008456,4.09312447934879,4.26418427134966,3.70341503640532,3.31595945458169,3.25200336261259,3.6736857632649,3.58216372449965,3.92008307450792,3.91440445965446,3.86055981959543,4.00247237281457,3.85844168851072,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,4.33576528161907,4.95842358337107,5.09269600740399,4.8901916448469,4.4955226172345,4.61087649096592,6.54259207549129,5.85540697195561,5.91157841454386,5.64920233506182,5.65274827872707,5.24053632698951,6.16888983709941,5.6514655202132,6.50329633474323,7.52941292153284,7.36514486204875,7.68373825396536,3.19980204416031,7.28474574501116,6.90914506396057,7.17799854299741,7.03553360651072,3.91156206901603,3.22973526082972,7.0141390064226,6.95275191522904,6.85309354361047,6.68664317885846,5.92709298445209,6.56995431566748,7.28358366584438,6.86232549097623,6.86715051642078,6.86785446712164,6.49172284714798,6.94697086832873,5.81384556603949,6.4187187660948
"PRLR - mRNA",1.72672268392744,3.98535323875698,3.8300900904214,4.26418427134966,3.51076992682067,3.28005479309131,3.25200336261259,3.77399421590636,3.58216372449965,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,3.85844168851072,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,4.2716348337825,4.28387185478812,5.05617016823711,4.23122847818512,4.44489647792346,4.50125186927712,6.27955759846801,5.73511273282084,5.80054714050218,5.1060599862162,5.45111448924894,5.32299853806237,4.27467830509831,4.38219183199292,3.47136437156448,5.77452547988911,5.76028280534835,5.37441017480725,3.19980204416031,7.86970839068429,6.64611061491351,7.04049508699455,4.09524779768106,3.91156206901603,3.22973526082972,6.55470747009866,6.71174384642911,6.24011670856184,4.45440721921336,6.11973794680552,6.29693580354497,6.75070963883881,6.83723457092386,5.86715051642078,6.76831882003973,6.22868851505859,6.94697086832873,6.73138345864968,6.47316653949942
"TNFRSF11A - mRNA",1.72672268392744,4.28491346937859,4.44676134943146,4.26418427134966,3.28837746329454,3.47642407340266,3.25200336261259,3.77399421590636,3.58216372449965,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,3.85844168851072,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,3.89990153342207,4.65347160813647,4.99184601639063,5.4308195266067,4.71909383067205,4.95842358337107,4.98022134899074,4.15322603446413,4.9950935814872,4.80791329154546,6.91182588765314,6.11844148161637,6.24415373107363,5.36909435016125,5.68377518288966,5.15307342849817,5.6049890887815,5.6514655202132,3.47136437156448,4.41174369862063,6.03330132545379,4.50542934588126,3.19980204416031,6.93682248616989,6.64611061491351,6.52592196739464,4.09524779768106,3.91156206901603,3.22973526082972,6.36206246450432,7.05966726389232,3.93411062164778,6.35222396441639,5.92709298445209,6.20382636490237,6.55367287935007,6.49619770019288,6.45211301714194,6.42039550699433,6.81365106066764,6.79496768913462,6.1033521669138,6.57626001342479
